Longitude,Latitude,Depth,m_min,m_bin,a0_value
-61.25000,-20.25000,0.000,3.00,0.50,-4.613247e-01
-60.75000,-20.25000,0.000,3.00,0.50,-3.798330e-01
-60.25000,-20.25000,0.000,3.00,0.50,-2.642832e-01
-59.75000,-20.25000,0.000,3.00,0.50,-1.647300e-01
-59.25000,-20.25000,0.000,3.00,0.50,-1.377398e-01
-58.75000,-20.25000,0.000,3.00,0.50,-9.615946e-02
-58.25000,-20.25000,0.000,3.00,0.50,4.705616e-02
-57.75000,-20.25000,0.000,3.00,0.50,1.127858e-01
-57.25000,-20.25000,0.000,3.00,0.50,1.093261e-01
-56.75000,-20.25000,0.000,3.00,0.50,1.157385e-01
-56.25000,-20.25000,0.000,3.00,0.50,1.105485e-01
-55.75000,-20.25000,0.000,3.00,0.50,8.782777e-02
-55.25000,-20.25000,0.000,3.00,0.50,9.631270e-02
-54.75000,-20.25000,0.000,3.00,0.50,5.718889e-02
-54.25000,-20.25000,0.000,3.00,0.50,3.046752e-02
-53.75000,-20.25000,0.000,3.00,0.50,-9.034345e-02
-53.25000,-20.25000,0.000,3.00,0.50,-4.897669e-01
-52.75000,-20.25000,0.000,3.00,0.50,-3.045179e-01
-52.25000,-20.25000,0.000,3.00,0.50,-3.222308e-01
-51.75000,-20.25000,0.000,3.00,0.50,-2.621704e-01
-51.25000,-20.25000,0.000,3.00,0.50,-1.829863e-01
-50.75000,-20.25000,0.000,3.00,0.50,-1.337959e-01
-50.25000,-20.25000,0.000,3.00,0.50,-1.218427e-01
-49.75000,-20.25000,0.000,3.00,0.50,6.352492e-03
-49.25000,-20.25000,0.000,3.00,0.50,1.799334e-01
-48.75000,-20.25000,0.000,3.00,0.50,4.190580e-01
-48.25000,-20.25000,0.000,3.00,0.50,6.706041e-01
-47.75000,-20.25000,0.000,3.00,0.50,7.068695e-01
-47.25000,-20.25000,0.000,3.00,0.50,7.471888e-01
-46.75000,-20.25000,0.000,3.00,0.50,7.935931e-01
-46.25000,-20.25000,0.000,3.00,0.50,7.823130e-01
-45.75000,-20.25000,0.000,3.00,0.50,9.281918e-01
-45.25000,-20.25000,0.000,3.00,0.50,9.591512e-01
-44.75000,-20.25000,0.000,3.00,0.50,1.182150e+00
-44.25000,-20.25000,0.000,3.00,0.50,9.997132e-01
-43.75000,-20.25000,0.000,3.00,0.50,8.917771e-01
-43.25000,-20.25000,0.000,3.00,0.50,6.850143e-01
-42.75000,-20.25000,0.000,3.00,0.50,4.830460e-01
-42.25000,-20.25000,0.000,3.00,0.50,2.396234e-01
-41.75000,-20.25000,0.000,3.00,0.50,1.834513e-01
-41.25000,-20.25000,0.000,3.00,0.50,1.009054e-01
-40.75000,-20.25000,0.000,3.00,0.50,5.953526e-02
-40.25000,-20.25000,0.000,3.00,0.50,1.396426e-01
-39.75000,-20.25000,0.000,3.00,0.50,1.072697e-01
-39.25000,-20.25000,0.000,3.00,0.50,7.675675e-02
-38.75000,-20.25000,0.000,3.00,0.50,-1.863667e-01
-38.25000,-20.25000,0.000,3.00,0.50,-4.368804e-01
-37.75000,-20.25000,0.000,3.00,0.50,-4.669274e-01
-37.25000,-20.25000,0.000,3.00,0.50,-6.721884e-01
-36.75000,-20.25000,0.000,3.00,0.50,-8.353426e-01
-36.25000,-20.25000,0.000,3.00,0.50,-9.070147e-01
-35.75000,-20.25000,0.000,3.00,0.50,-9.305541e-01
-35.25000,-20.25000,0.000,3.00,0.50,-9.495728e-01
-34.75000,-20.25000,0.000,3.00,0.50,-9.658858e-01
-34.25000,-20.25000,0.000,3.00,0.50,-9.804253e-01
-33.75000,-20.25000,0.000,3.00,0.50,-9.936730e-01
-33.25000,-20.25000,0.000,3.00,0.50,-1.142164e+00
-32.75000,-20.25000,0.000,3.00,0.50,-1.169261e+00
-32.25000,-20.25000,0.000,3.00,0.50,-1.605950e+00
-31.75000,-20.25000,0.000,3.00,0.50,-1.615181e+00
-31.25000,-20.25000,0.000,3.00,0.50,-2.042990e+00
-30.75000,-20.25000,0.000,3.00,0.50,-2.053955e+00
-30.25000,-20.25000,0.000,3.00,0.50,-2.064104e+00
-79.75000,-19.75000,0.000,3.00,0.50,-1.613764e+00
-79.25000,-19.75000,0.000,3.00,0.50,-1.610138e+00
-78.75000,-19.75000,0.000,3.00,0.50,-1.400620e+00
-78.25000,-19.75000,0.000,3.00,0.50,-1.397555e+00
-77.75000,-19.75000,0.000,3.00,0.50,-1.394671e+00
-77.25000,-19.75000,0.000,3.00,0.50,-1.391984e+00
-76.75000,-19.75000,0.000,3.00,0.50,-1.389507e+00
-76.25000,-19.75000,0.000,3.00,0.50,-1.387254e+00
-75.75000,-19.75000,0.000,3.00,0.50,-1.385238e+00
-75.25000,-19.75000,0.000,3.00,0.50,-1.383467e+00
-74.75000,-19.75000,0.000,3.00,0.50,-1.381949e+00
-74.25000,-19.75000,0.000,3.00,0.50,-1.246100e+00
-73.75000,-19.75000,0.000,3.00,0.50,-1.243426e+00
-73.25000,-19.75000,0.000,3.00,0.50,-1.124340e+00
-72.75000,-19.75000,0.000,3.00,0.50,-1.121050e+00
-72.25000,-19.75000,0.000,3.00,0.50,-1.117797e+00
-71.75000,-19.75000,0.000,3.00,0.50,-1.114569e+00
-71.25000,-19.75000,0.000,3.00,0.50,-1.111354e+00
-70.75000,-19.75000,0.000,3.00,0.50,-1.031209e+00
-70.25000,-19.75000,0.000,3.00,0.50,-1.027242e+00
-69.75000,-19.75000,0.000,3.00,0.50,-1.023197e+00
-69.25000,-19.75000,0.000,3.00,0.50,-1.019057e+00
-68.75000,-19.75000,0.000,3.00,0.50,-1.014807e+00
-68.25000,-19.75000,0.000,3.00,0.50,-1.082058e+00
-67.75000,-19.75000,0.000,3.00,0.50,-9.424092e-01
-67.25000,-19.75000,0.000,3.00,0.50,-9.363195e-01
-66.75000,-19.75000,0.000,3.00,0.50,-9.300816e-01
-66.25000,-19.75000,0.000,3.00,0.50,-9.236989e-01
-65.75000,-19.75000,0.000,3.00,0.50,-9.743277e-01
-65.25000,-19.75000,0.000,3.00,0.50,-9.661560e-01
-64.75000,-19.75000,0.000,3.00,0.50,-9.579038e-01
-64.25000,-19.75000,0.000,3.00,0.50,-8.557869e-01
-63.75000,-19.75000,0.000,3.00,0.50,-7.708068e-01
-63.25000,-19.75000,0.000,3.00,0.50,-6.979002e-01
-62.75000,-19.75000,0.000,3.00,0.50,-6.890488e-01
-62.25000,-19.75000,0.000,3.00,0.50,-6.802844e-01
-61.75000,-19.75000,0.000,3.00,0.50,-4.960920e-01
-61.25000,-19.75000,0.000,3.00,0.50,-4.645730e-01
-60.75000,-19.75000,0.000,3.00,0.50,-4.519983e-01
-60.25000,-19.75000,0.000,3.00,0.50,-3.222406e-01
-59.75000,-19.75000,0.000,3.00,0.50,-3.000918e-01
-59.25000,-19.75000,0.000,3.00,0.50,-1.911682e-01
-58.75000,-19.75000,0.000,3.00,0.50,-1.528447e-01
-58.25000,-19.75000,0.000,3.00,0.50,3.765800e-02
-57.75000,-19.75000,0.000,3.00,0.50,1.038108e-01
-57.25000,-19.75000,0.000,3.00,0.50,1.210606e-01
-56.75000,-19.75000,0.000,3.00,0.50,1.324390e-01
-56.25000,-19.75000,0.000,3.00,0.50,1.398413e-01
-55.75000,-19.75000,0.000,3.00,0.50,1.510608e-01
-55.25000,-19.75000,0.000,3.00,0.50,5.070395e-02
-54.75000,-19.75000,0.000,3.00,0.50,-4.575584e-02
-54.25000,-19.75000,0.000,3.00,0.50,-1.448596e-01
-53.75000,-19.75000,0.000,3.00,0.50,-1.725929e-01
-53.25000,-19.75000,0.000,3.00,0.50,-3.460228e-01
-52.75000,-19.75000,0.000,3.00,0.50,-3.774026e-01
-52.25000,-19.75000,0.000,3.00,0.50,-4.478651e-01
-51.75000,-19.75000,0.000,3.00,0.50,-4.020569e-01
-51.25000,-19.75000,0.000,3.00,0.50,-3.284179e-01
-50.75000,-19.75000,0.000,3.00,0.50,-2.602441e-01
-50.25000,-19.75000,0.000,3.00,0.50,-2.201565e-01
-49.75000,-19.75000,0.000,3.00,0.50,-8.638768e-02
-49.25000,-19.75000,0.000,3.00,0.50,1.824829e-02
-48.75000,-19.75000,0.000,3.00,0.50,3.509728e-01
-48.25000,-19.75000,0.000,3.00,0.50,5.907744e-01
-47.75000,-19.75000,0.000,3.00,0.50,6.736930e-01
-47.25000,-19.75000,0.000,3.00,0.50,7.663570e-01
-46.75000,-19.75000,0.000,3.00,0.50,6.773736e-01
-46.25000,-19.75000,0.000,3.00,0.50,7.161683e-01
-45.75000,-19.75000,0.000,3.00,0.50,7.952566e-01
-45.25000,-19.75000,0.000,3.00,0.50,8.891906e-01
-44.75000,-19.75000,0.000,3.00,0.50,9.626821e-01
-44.25000,-19.75000,0.000,3.00,0.50,9.256360e-01
-43.75000,-19.75000,0.000,3.00,0.50,8.602659e-01
-43.25000,-19.75000,0.000,3.00,0.50,6.160071e-01
-42.75000,-19.75000,0.000,3.00,0.50,4.866401e-01
-42.25000,-19.75000,0.000,3.00,0.50,3.156270e-01
